cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,upd_stkpc_tp,upd_rt,bic_inds_tp,sm_inds_tp,stk_infr,upd_stkpc_event,pred_close_pric
78700,40085044,3172811,20201228,79000,80100,78200,,,,,,,
78300,30339449,2368814,20201229,78800,78900,77300,4,0.00,,,,,
81000,29417421,2344317,20201230,77400,81300,77300,,,,,,,
83000,38655276,3185357,20210104,81000,84400,80200,,,,,,,
83900,35335669,2915618,20210105,81600,83900,81600,,,,,,,
82200,42089013,3506904,20210106,83300,84500,82100,,,,,,,
82900,32644642,2726112,20210107,82800,84200,82700,,,,,,,
88800,59013307,5083940,20210108,83300,90000,83000,,,,,,,
91000,90306177,8379238,20210111,90000,96800,89500,,,,,,,
90600,48682416,4362546,20210112,90300,91400,87800,,,,,,,
89700,36068848,3244067,20210113,89800,91200,89100,,,,,,,
89700,26393970,2356662,20210114,88700,90000,88700,,,,,,,
88000,33431809,2975232,20210115,89800,91800,88000,,,,,,,
85000,43227951,3715776,20210118,86600,87300,84100,,,,,,,
87000,39895044,3441343,20210119,84500,88000,83600,,,,,,,
87200,25211127,2205739,20210120,89000,89000,86500,,,,,,,
88100,25318011,2211210,20210121,87500,88600,86500,,,,,,,
86800,30861661,2717635,20210122,89000,89700,86800,,,,,,,
89400,27258534,2410067,20210125,87000,89900,86300,,,,,,,
86700,33178936,2899318,20210126,88800,89200,86500,,,,,,,
85600,26423070,2282488,20210127,86600,87700,85600,,,,,,,
83700,31859808,2676569,20210128,83200,85600,83200,,,,,,,
82000,39615978,3292344,20210129,84500,85000,82000,,,,,,,
83000,28046832,2311657,20210201,81700,83400,81000,,,,,,,
84400,26302077,2234863,20210202,84100,86400,83700,,,,,,,
84600,22112205,1864450,20210203,84800,85400,83400,,,,,,,
82500,24171688,2000202,20210204,83500,83800,82100,,,,,,,
83500,18036835,1499218,20210205,83100,84000,82500,,,,,,,
83000,15338765,1281925,20210208,83800,84200,83000,,,,,,,
82700,20898332,1748441,20210209,84000,84800,82700,,,,,,,
81600,23025766,1888591,20210210,82600,82600,81600,,,,,,,
84200,23529706,1978337,20210215,83800,84500,83300,,,,,,,
84900,20483100,1740792,20210216,84500,86000,84200,,,,,,,
83200,18307735,1526409,20210217,83900,84200,83000,,,,,,,
82100,21327683,1762034,20210218,83200,83600,82100,,,,,,,
82600,25880879,2121275,20210219,82300,82800,81000,,,,,,,
82200,25419886,2113625,20210222,83800,84200,82200,,,,,,,
82000,20587314,1683933,20210223,81200,82900,81100,,,,,,,
82000,26807651,2208585,20210224,81800,83600,81300,,,,,,,
85300,34155986,2880259,20210225,84000,85400,83000,,,,,,,
82500,38520800,3175845,20210226,82800,83400,82000,,,,,,,
83600,33498180,2823605,20210302,85100,85300,83000,,,,,,,
84000,19882132,1659122,20210303,83500,84000,82800,,,,,,,
82400,24348331,2010258,20210304,82600,83200,82200,,,,,,,
82100,20508971,1677603,20210305,81100,82600,81100,,,,,,,
82000,17641256,1448481,20210308,82900,83000,81600,,,,,,,
81400,25420764,2066544,20210309,81400,81900,80600,,,,,,,
80900,20038422,1632813,20210310,82400,82500,80700,,,,,,,
82000,23818297,1952165,20210311,81000,82500,81000,,,,,,,
82800,13530573,1121129,20210312,83100,83500,82400,,,,,,,
81800,13735798,1128533,20210315,82800,82900,81800,,,,,,,
82800,12293537,1014281,20210316,82200,83000,82100,,,,,,,
82300,11625146,957444,20210317,82800,82900,82000,,,,,,,
82900,18585244,1545981,20210318,82800,83800,82600,,,,,,,
81900,15869700,1301953,20210319,82100,82500,81800,,,,,,,
82000,12670506,1039543,20210322,82000,82300,81700,,,,,,,
81800,13299907,1092867,20210323,82600,82900,81800,,,,,,,
81000,17926638,1454204,20210324,81000,81600,80700,,,,,,,
81200,14758826,1200699,20210325,81000,82100,80800,,,,,,,
81500,12845778,1044262,20210326,81400,81600,81000,,,,,,,
81600,14952134,1216568,20210329,81700,81700,81000,,,,,,,
82200,13121698,1074969,20210330,81600,82300,81300,4,0.00,,,,,
81400,17240518,1413779,20210331,82400,82700,81400,,,,,,,
82900,18676461,1542485,20210401,82500,83000,82000,,,,,,,
84800,22997538,1947587,20210402,84000,85200,83900,,,,,,,
85400,16255990,1385160,20210405,85800,86000,84800,,,,,,,
86000,19042023,1633461,20210406,86200,86200,85100,,,,,,,
85600,17885538,1532761,20210407,86100,86200,85400,,,,,,,
84700,19244259,1629938,20210408,85700,85700,84100,,,,,,,
83600,18193707,1527079,20210409,84700,84900,83400,,,,,,,
83200,12915282,1078274,20210412,84100,84100,83100,,,,,,,
84000,15238206,1276903,20210413,83000,84500,82800,,,,,,,
84000,13794652,1156327,20210414,84000,84300,83400,,,,,,,
84100,16377412,1375438,20210415,83700,84500,83400,,,,,,,
83900,15429522,1294517,20210416,84700,84700,83600,,,,,,,
83300,15287311,1277282,20210419,83800,84000,83300,,,,,,,
83900,15521965,1298186,20210420,83300,84000,83100,,,,,,,
82600,21636079,1792609,20210421,83300,83500,82500,,,,,,,
82400,13934746,1151304,20210422,82900,83000,82400,,,,,,,
82800,17805080,1464208,20210423,81900,82900,81600,,,,,,,
83500,15489938,1286360,20210426,82900,83500,82600,,,,,,,
82900,12941533,1071382,20210427,83200,83300,82500,,,,,,,
82100,15596759,1284554,20210428,83200,83200,82100,,,,,,,
81700,20000973,1638811,20210429,82400,82500,81500,,,,,,,
81500,18673197,1525090,20210430,81900,82100,81500,,,,,,,
81700,15710336,1284767,20210503,81000,82400,81000,,,,,,,
82600,12532550,1030147,20210504,81900,82600,81800,,,,,,,
82300,17047511,1397109,20210506,81700,82300,81700,,,,,,,
81900,14154882,1158685,20210507,81800,82100,81500,,,,,,,
83200,19385027,1603729,20210510,82300,83500,81800,,,,,,,
81200,28996680,2365998,20210511,82500,82600,81100,,,,,,,
80000,35812268,2876602,20210512,80800,81200,79800,,,,,,,
78500,31490096,2482903,20210513,78900,79600,78400,,,,,,,
80100,16450920,1313024,20210514,79000,80300,78900,,,,,,,
79600,17740855,1414229,20210517,80800,80900,79200,,,,,,,
79600,17494407,1393769,20210518,79600,80000,79100,,,,,,,
79500,16541828,1314427,20210520,79400,79700,79100,,,,,,,
80100,20961714,1687345,20210521,80100,81500,79800,,,,,,,
79700,13398666,1069031,20210524,80100,80400,79500,,,,,,,
79900,13628942,1091585,20210525,80000,80400,79800,,,,,,,
79800,11984359,959016,20210526,80400,80500,79700,,,,,,,
79600,23198510,1845463,20210527,80000,80000,79100,,,,,,,
80100,12360199,988666,20210528,79800,80400,79400,,,,,,,
80500,13321324,1065281,20210531,80300,80600,79600,,,,,,,
80600,14058401,1135462,20210601,80500,81300,80100,,,,,,,
80800,16414644,1327714,20210602,80400,81400,80300,,,,,,,
82800,29546007,2438123,20210603,81300,83000,81100,,,,,,,
82200,18112259,1487791,20210604,82700,82700,81500,,,,,,,
81900,16496197,1353521,20210607,82700,82800,81600,,,,,,,
81900,12781226,1049385,20210608,82300,82600,81800,,,,,,,
81100,14908823,1214346,20210609,81500,82000,81100,,,,,,,
81000,17586995,1426082,20210610,81300,81400,80900,,,,,,,
81000,14087962,1142078,20210611,81200,81700,80700,,,,,,,
80500,10550078,850453,20210614,80800,80900,80500,,,,,,,
80900,10075685,814156,20210615,80900,81200,80600,,,,,,,
81800,14999855,1223108,20210616,81500,81900,81100,,,,,,,
80900,14007385,1132293,20210617,81100,81300,80700,,,,,,,
80500,14916721,1202369,20210618,81100,81100,80500,,,,,,,
79900,16063340,1282081,20210621,79700,80000,79600,,,,,,,
80000,11773365,942657,20210622,80200,80300,79900,,,,,,,
80100,13856548,1110045,20210623,80500,80600,79900,,,,,,,
81200,18771080,1515730,20210624,80400,81400,80100,,,,,,,
81600,13481405,1099149,20210625,81500,81900,81200,,,,,,,
81900,11578529,946992,20210628,81700,82000,81600,,,,,,,
81000,15744317,1277814,20210629,81900,82100,80800,4,0.00,,,,,
80700,13288643,1075902,20210630,81100,81400,80700,,,,,,,
80100,13382882,1073188,20210701,80500,80600,80000,,,,,,,
80000,8753097,701207,20210702,80000,80400,79900,,,,,,,
80400,8330969,670346,20210705,80100,80800,80000,,,,,,,
81200,12131651,982537,20210706,80600,81200,80500,,,,,,,
80800,15992202,1289551,20210707,81200,81300,80300,,,,,,,
79900,16660998,1338741,20210708,81100,81200,79900,,,,,,,
79400,22720577,1801821,20210709,79600,79800,79000,,,,,,,
79700,9768108,779142,20210712,79900,80000,79500,,,,,,,
79800,9863450,788804,20210713,80000,80200,79800,,,,,,,
79500,11575636,918601,20210714,79400,79600,79100,,,,,,,
80600,13766279,1102123,20210715,79800,80600,79500,,,,,,,
79800,10859399,865953,20210716,80100,80100,79500,,,,,,,
79000,13155414,1039019,20210719,79100,79200,78800,,,,,,,
79000,12456646,979766,20210720,78500,79000,78400,,,,,,,
78500,12355296,971439,20210721,79000,79100,78500,,,,,,,
79700,12618790,1003546,20210722,79000,79800,78900,,,,,,,
79300,9098910,723398,20210723,79700,79900,79200,,,,,,,
78800,10040975,792955,20210726,79400,79500,78800,,,,,,,
78500,11427693,900949,20210727,79200,79400,78500,,,,,,,
79200,12743417,1000757,20210728,78300,79200,78100,,,,,,,
79000,14360453,1134761,20210729,78800,79400,78800,,,,,,,
78500,13823411,1086489,20210730,78900,78900,78500,,,,,,,
79300,11739124,929154,20210802,79200,79500,78700,,,,,,,
81400,24339360,1966480,20210803,79400,81400,79300,,,,,,,
82900,25642368,2117643,20210804,82200,83100,81800,,,,,,,
82100,18485469,1526104,20210805,83300,83300,82000,,,,,,,
81500,13342623,1090226,20210806,81900,82500,81300,,,,,,,
81500,15522581,1267668,20210809,81500,82300,80900,,,,,,,
80200,20362639,1643108,20210810,82300,82400,80100,,,,,,,
78500,30241137,2389977,20210811,79600,79800,78500,,,,,,,
77000,42365223,3276635,20210812,77100,78200,76900,,,,,,,
74400,61270643,4575268,20210813,75800,76000,74100,,,,,,,
74200,30944847,2304423,20210817,74000,75100,74000,,,,,,,
73900,29192631,2156728,20210818,73900,74600,73100,,,,,,,
73100,22166298,1630829,20210819,73500,74400,73100,,,,,,,
72700,22364803,1633796,20210820,73500,73900,72500,,,,,,,
73300,19384648,1424675,20210823,73300,74000,73000,,,,,,,
75600,21016913,1574548,20210824,73900,75700,73900,,,,,,,
75700,22319664,1688298,20210825,76200,76600,74900,,,,,,,
74600,16671494,1254628,20210826,76100,76200,74600,,,,,,,
74300,15172748,1128028,20210827,74300,75000,73800,,,,,,,
74600,12686999,945673,20210830,75400,75500,74200,,,,,,,
76700,24630370,1864084,20210831,74900,76700,74300,,,,,,,
76800,16114775,1233406,20210901,76700,77100,75900,,,,,,,
76000,15347486,1168536,20210902,76800,76800,75700,,,,,,,
76600,12096419,925331,20210903,76400,76700,76000,,,,,,,
77300,12861180,993041,20210906,76800,77600,76600,,,,,,,
76100,13239401,1008596,20210907,77100,77100,75900,,,,,,,
76300,11798147,897864,20210908,76000,76400,75600,,,,,,,
75300,17600770,1329972,20210909,76400,76600,75000,,,,,,,
75300,10103212,760038,20210910,75300,75600,74800,,,,,,,
76300,11397775,865368,20210913,75200,76300,75100,,,,,,,
76600,18167057,1404206,20210914,77100,77700,76600,,,,,,,
77000,12829128,987847,20210915,77400,77400,76400,,,,,,,
76100,13067622,1000181,20210916,77300,77400,76100,,,,,,,
77200,16289502,1250678,20210917,76300,77200,75900,,,,,,,
77400,17055590,1318209,20210923,77500,77600,76800,,,,,,,
77300,12247274,947459,20210924,77600,77700,77100,,,,,,,
77700,11699798,906520,20210927,77300,77700,77000,,,,,,,
76300,15406382,1182788,20210928,77700,77800,76200,,,,,,,
74100,23992458,1783148,20210929,74800,75300,73800,4,0.00,,,,,
74100,19919361,1478002,20210930,74300,74800,73700,,,,,,,
73200,15803395,1157441,20211001,73900,74000,72900,,,,,,,
72200,24013921,1729663,20211005,73000,73000,71400,,,,,,,
71300,18956962,1361134,20211006,72600,72800,71200,,,,,,,
71600,13683532,981528,20211007,71600,72100,71300,,,,,,,
71500,14043287,1009009,20211008,72300,72400,71500,,,,,,,
69000,31001484,2151234,20211012,70700,70900,68700,,,,,,,
68800,24172015,1670336,20211013,68700,69600,68300,,,,,,,
69400,19520641,1352534,20211014,69000,69800,68800,,,,,,,
70100,18051612,1270264,20211015,70200,71000,70000,,,,,,,
70200,13486391,942009,20211018,70200,70300,69200,,,,,,,
70600,9507991,671983,20211019,70800,71000,70400,,,,,,,
70300,10151638,715666,20211020,70700,71000,70200,,,,,,,
70200,10891094,766060,20211021,70300,70600,70000,,,,,,,
70400,8395448,590534,20211022,70000,70700,70000,,,,,,,
70200,10029621,702792,20211025,69900,70600,69500,,,,,,,
71100,10528252,746413,20211026,70600,71500,70400,,,,,,,
70100,10295316,723286,20211027,71000,71000,70000,,,,,,,
70700,20644902,1459533,20211028,69500,72200,69500,,,,,,,
69800,17016151,1196597,20211029,71200,71600,69700,,,,,,,
69900,11503729,807716,20211101,70200,70600,69900,,,,,,,
71500,16812570,1204673,20211102,70800,72200,70700,,,,,,,
70400,12770428,901885,20211103,71700,71700,70100,,,,,,,
70600,11818987,839689,20211104,71200,71600,70500,,,,,,,
70200,12667743,893825,20211105,71600,71600,70200,,,,,,,
70600,11121981,780514,20211108,70400,70600,69800,,,,,,,
70500,11159589,785532,20211109,70300,71000,70100,,,,,,,
70200,9422009,663953,20211110,70300,70900,70200,,,,,,,
69900,11489122,802183,20211111,69900,70000,69600,,,,,,,
70600,10087450,711488,20211112,70200,70900,69900,,,,,,,
71400,12420710,888881,20211115,71700,71900,70900,,,,,,,
71300,10919239,782119,20211116,71500,72000,71300,,,,,,,
70700,11027606,782835,20211117,71300,71600,70600,,,,,,,
70200,10144957,715156,20211118,70700,71000,70200,,,,,,,
71200,11954728,844716,20211119,70400,71400,70100,,,,,,,
74900,27506623,2047228,20211122,73300,75200,73000,,,,,,,
75300,22029195,1656722,20211123,76000,76000,74500,,,,,,,
74800,15652305,1174196,20211124,76000,76200,74100,,,,,,,
73700,12559258,929571,20211125,75100,75100,73600,,,,,,,
72300,13002242,944378,20211126,73500,74100,72000,,,,,,,
72300,16682559,1206606,20211129,71700,73000,71400,,,,,,,
71300,30364841,2183678,20211130,73200,73900,70500,,,,,,,
74400,21954856,1610885,20211201,72000,74800,71600,,,,,,,
75800,23652940,1778785,20211202,73900,75800,73800,,,,,,,
75600,18330240,1375861,20211203,75600,76000,74100,,,,,,,
76300,16391250,1245309,20211206,75100,76700,74900,,,,,,,
77400,19232453,1477888,20211207,76100,77700,75600,,,,,,,
77400,21558340,1662979,20211208,78300,78600,77100,,,,,,,
78200,21604528,1681184,20211209,77400,78200,77000,,,,,,,
76900,9155219,705966,20211210,77400,77600,76800,,,,,,,
76800,15038750,1163285,20211213,77200,78300,76500,,,,,,,
77000,10976660,841447,20211214,76500,77200,76200,,,,,,,
77600,9584939,738592,20211215,76400,77600,76300,,,,,,,
77800,11996128,934244,20211216,78500,78500,77400,,,,,,,
78000,13108479,1016846,20211217,76800,78000,76800,,,,,,,
77100,11264375,869972,20211220,77600,77800,76800,,,,,,,
78100,14245298,1110659,20211221,77900,78300,77500,,,,,,,
79400,17105892,1354311,20211222,78900,79400,78800,,,,,,,
79900,13577498,1083056,20211223,79800,80000,79300,,,,,,,
80500,12086380,973662,20211224,80200,80800,80200,,,,,,,
80200,10783368,864327,20211227,80600,80600,79800,,,,,,,
80300,18226325,1458199,20211228,80200,80400,79700,,,,,,,
78800,19794795,1569040,20211229,80200,80200,78500,4,0.00,,,,,
78300,14236700,1120743,20211230,78900,79500,78100,,,,,,,
78600,13502112,1066007,20220103,79400,79800,78200,,,,,,,
78700,12427416,977991,20220104,78800,79200,78300,,,,,,,
77400,25470640,1967842,20220105,78800,79000,76400,,,,,,,
76900,12931954,996378,20220106,76700,77600,76600,,,,,,,
78300,15163757,1184237,20220107,78100,78400,77400,,,,,,,
78000,9947422,772740,20220110,78100,78100,77100,,,,,,,
78900,13221123,1038835,20220111,78400,79000,78000,,,,,,,
78900,11000502,868911,20220112,79500,79600,78600,,,,,,,
77900,13889401,1088598,20220113,79300,79300,77900,,,,,,,
77300,10096725,781575,20220114,77700,78100,77100,,,,,,,
77500,8785122,678903,20220117,77600,77800,76900,,,,,,,
77000,9592788,740279,20220118,77600,77800,76600,,,,,,,
76300,10598290,810151,20220119,76500,76900,76100,,,,,,,
76500,9708168,741154,20220120,76200,76700,75900,,,,,,,
75600,15774888,1186293,20220121,75800,75800,74700,,,,,,,
75100,13691134,1028859,20220124,75400,75800,74700,,,,,,,
74000,17766704,1313118,20220125,74800,75000,73200,,,,,,,
73300,12976730,955547,20220126,73900,74400,73100,,,,,,,
71300,22274777,1603685,20220127,73800,74000,71300,,,,,,,
73300,21367447,1552586,20220128,71300,73700,71200,,,,,,,
73300,17744721,1314506,20220203,74900,74900,73300,,,,,,,
74000,12730034,941413,20220204,74300,74600,73400,,,,,,,
73000,14240838,1037300,20220207,73500,73600,72400,,,,,,,
73500,11736666,863666,20220208,73800,74200,73000,,,,,,,
74700,9699122,722221,20220209,74300,74700,74000,,,,,,,
75400,17746033,1337517,20220210,75600,75800,74700,,,,,,,
74900,12205407,915455,20220211,75000,75500,74600,,,,,,,
73700,13993255,1030684,20220214,74400,74500,73100,,,,,,,
73700,9320365,686707,20220215,74100,74200,73100,,,,,,,
74800,10767386,802449,20220216,74600,74900,74200,,,,,,,
75000,13605382,1021980,20220217,75000,75600,74500,,,,,,,
74300,10122226,751583,20220218,74600,74800,73700,,,,,,,
74200,10489717,769774,20220221,73200,74300,72600,,,,,,,
73400,11692469,854469,20220222,73000,73400,72800,,,,,,,
73000,10397964,759965,20220223,73800,73800,72800,,,,,,,
71500,15759283,1130166,20220224,72300,72300,71300,,,,,,,
71900,13168484,950762,20220225,72100,72600,71900,,,,,,,
72100,17781783,1272251,20220228,71100,72100,71000,,,,,,,
71700,12481430,897369,20220302,72300,72400,71500,,,,,,,
72900,13232638,962676,20220303,72300,73100,72200,,,,,,,
71500,13409634,960572,20220304,72700,72700,71200,,,,,,,
70100,18617138,1305289,20220307,70000,70600,69900,,,,,,,
69500,15828269,1100279,20220308,68800,70000,68700,,,,,,,
71200,21159248,1500936,20220310,70800,71200,70500,,,,,,,
70000,15787655,1105586,20220311,70500,70700,69700,,,,,,,
70200,9040993,632752,20220314,70000,70200,69600,,,,,,,
69500,10258562,715550,20220315,69800,70100,69500,,,,,,,
70400,10175750,713365,20220316,70200,70500,69700,,,,,,,
71200,17646315,1258698,20220317,71200,71800,70900,,,,,,,
70700,14410038,1017183,20220318,70600,70900,70200,,,,,,,
69900,11169002,784175,20220321,70900,71000,69900,,,,,,,
70300,9402666,660386,20220322,69900,70500,69900,,,,,,,
70500,12398025,875833,20220323,70600,71200,70300,,,,,,,
69800,37943357,2628886,20220324,69600,70300,69600,,,,,,,
69800,12986010,906006,20220325,70100,70200,69600,,,,,,,
69700,12619289,878172,20220328,69500,69900,69200,,,,,,,
70200,13686208,958590,20220329,70000,70300,69800,,,,,,,
69900,12670187,887514,20220330,70300,70500,69800,4,0.00,,,,,
69600,12510366,873213,20220331,69900,70200,69600,,,,,,,
69100,15916846,1100422,20220401,69500,69500,69000,,,,,,,
69300,11107905,766930,20220404,68900,69300,68600,,,,,,,
69200,8467248,586498,20220405,69400,69600,69100,,,,,,,
68500,15517308,1064606,20220406,68600,68800,68500,,,,,,,
68000,20683327,1409873,20220407,68500,68500,68000,,,,,,,
67800,15453191,1050375,20220408,68100,68300,67700,,,,,,,
67900,12263735,831095,20220411,67800,68100,67400,,,,,,,
67000,13924389,936612,20220412,67600,67700,67000,,,,,,,
68700,17378619,1183210,20220413,67300,69000,67200,,,,,,,
67500,16409494,1112668,20220414,68700,68700,67500,,,,,,,
66600,13176415,878858,20220415,67200,67300,66500,,,,,,,
66700,10119203,675310,20220418,66500,67100,66100,,,,,,,
67300,12959434,876088,20220419,67100,68000,67000,,,,,,,
67400,16693293,1116161,20220420,67000,67400,66500,,,,,,,
67700,12847448,872983,20220421,67600,68300,67500,,,,,,,
67000,11791478,789392,20220422,67200,67300,66700,,,,,,,
66300,11016474,731676,20220425,66500,66700,66300,,,,,,,
66100,12946923,858461,20220426,66400,66700,66100,,,,,,,
65000,18122084,1179919,20220427,65400,65500,64900,,,,,,,
64800,16895527,1094278,20220428,65400,65500,64500,,,,,,,
67400,26190390,1747030,20220429,65100,67600,65000,,,,,,,
67300,14106184,946016,20220502,66600,67600,66500,,,,,,,
67500,14168875,962643,20220503,67400,68400,67300,,,,,,,
67900,11505248,781073,20220504,68000,68400,67500,,,,,,,
66500,14356156,957335,20220506,67000,67100,66500,,,,,,,
66100,11858736,787563,20220509,66300,66900,66100,,,,,,,
65700,17235605,1132068,20220510,65900,66300,65300,,,,,,,
65700,12330920,812298,20220511,65500,66300,65200,,,,,,,
64900,16414188,1069685,20220512,65200,65500,64900,,,,,,,
66500,14551536,962476,20220513,65300,66700,65200,,,,,,,
66300,11937555,796061,20220516,67100,67400,66100,,,,,,,
67600,15680447,1058323,20220517,66600,67900,66600,,,,,,,
68100,16486319,1122585,20220518,68300,68700,67600,,,,,,,
67500,17073727,1147744,20220519,66500,67600,66500,,,,,,,
68000,12109671,824049,20220520,67800,68400,67700,,,,,,,
67900,13684088,931341,20220523,68800,68800,67600,,,,,,,
66500,15482576,1035493,20220524,67500,67700,66500,,,,,,,
66400,15150490,1007805,20220525,66700,67100,65900,,,,,,,
65900,15970890,1057299,20220526,66300,67200,65500,,,,,,,
66500,11405555,759035,20220527,66700,66900,66200,,,,,,,
67700,14255484,960593,20220530,67500,67800,66900,,,,,,,
67400,24365002,1637774,20220531,67500,67500,66700,,,,,,,
66700,14959443,996681,20220602,66600,67000,66400,,,,,,,
66800,8222883,550655,20220603,67200,67300,66800,,,,,,,
65500,19355755,1273445,20220607,66200,66400,65400,,,,,,,
65300,12483180,817379,20220608,65400,65700,65300,,,,,,,
65200,25790725,1673764,20220609,65100,65200,64500,,,,,,,
63800,22193552,1419245,20220610,64000,64400,63800,,,,,,,
62100,22157816,1380637,20220613,62400,62800,62100,,,,,,,
61900,24606419,1519195,20220614,61200,62200,61100,,,,,,,
60700,26811224,1630191,20220615,61300,61500,60200,,,,,,,
60900,23394895,1431052,20220616,61300,61800,60500,,,,,,,
59800,29053450,1732450,20220617,59400,59900,59400,,,,,,,
58700,34111306,1997077,20220620,59800,59900,58100,,,,,,,
58500,25148109,1474998,20220621,58700,59200,58200,,,,,,,
57600,23334687,1360076,20220622,59000,59100,57600,,,,,,,
57400,28338608,1627019,20220623,57700,58000,56800,,,,,,,
58400,23256103,1359293,20220624,57900,59100,57700,,,,,,,
58800,18122236,1071187,20220627,59000,59900,58300,,,,,,,
59400,13540538,800041,20220628,59200,59500,58700,,,,,,,
58000,14677138,855770,20220629,58500,58800,58000,4,0.00,,,,,
57000,18915142,1082799,20220630,57200,57600,57000,,,,,,,
56200,24982097,1412473,20220701,56900,57500,55900,,,,,,,
57100,17807126,1012587,20220704,56100,57400,55700,,,,,,,
57200,14216539,818080,20220705,57600,58200,57200,,,,,,,
56400,16820461,955957,20220706,57300,57300,56400,,,,,,,
58200,21322833,1234678,20220707,56400,58700,56300,,,,,,,
58700,15339271,902199,20220708,58600,59300,58200,,,,,,,
58800,13042624,771043,20220711,59300,59600,58700,,,,,,,
58100,9336061,544403,20220712,58600,58700,58100,,,,,,,
58000,10841315,631712,20220713,58300,58600,58000,,,,,,,
57500,15067012,869131,20220714,57500,58200,57400,,,,,,,
60000,18685583,1104045,20220715,58400,60000,58100,,,,,,,
61900,20832517,1277727,20220718,60600,62000,60500,,,,,,,
60900,15248261,925920,20220719,61400,61500,60200,,,,,,,
60500,16782238,1025939,20220720,61800,62100,60500,,,,,,,
61800,12291374,754855,20220721,61100,61900,60700,,,,,,,
61300,10261310,631873,20220722,61800,62200,61200,,,,,,,
61100,9193681,565540,20220725,60900,61900,60800,,,,,,,
61700,6597211,405310,20220726,60800,61900,60800,,,,,,,
61800,7320997,449990,20220727,61300,61900,61200,,,,,,,
61900,10745302,667085,20220728,62300,62600,61600,,,,,,,
61400,15093120,932918,20220729,62400,62600,61300,,,,,,,
61300,13154816,803035,20220801,61000,61700,60300,,,,,,,
61700,13614895,837567,20220802,61200,61900,61000,,,,,,,
