date,Open,High,Low,Close,Adj Close,Volume,symbol
2023-10-16,124700,125200,122400,124100,124100,3008476,000660
2023-10-17,125000,130800,123500,130000,130000,6411880,000660
2023-10-18,128600,130700,127200,130000,130000,4760148,000660
2023-10-19,127600,128900,125100,125700,125700,5089745,000660
2023-10-20,124300,127200,122800,126200,126200,3868266,000660
2023-10-23,126800,127200,123500,124000,124000,2432303,000660
2023-10-24,125400,127000,123900,126800,126800,2802010,000660
2023-10-25,127500,129000,126100,127500,127500,3053002,000660
2023-10-26,122100,124800,119500,120000,120000,5961584,000660
2023-10-27,119800,120900,117500,119100,119100,5486088,000660
2023-10-30,119100,121700,118700,119100,119100,2798497,000660
2023-10-31,119800,120900,116300,116300,116300,3166739,000660
2023-11-01,117900,120300,117000,120300,120300,2707225,000660
2023-11-02,123900,125400,123100,125300,125300,3736208,000660
2023-11-03,126500,127200,125000,125800,125800,2796773,000660
2023-11-06,125800,133000,125800,133000,133000,6923192,000660
2023-11-07,132000,133500,129300,130400,130400,4940510,000660
2023-11-08,131600,132700,126600,127600,127600,3328279,000660
2023-11-09,127700,129800,126700,128000,128000,2228081,000660
2023-11-10,127900,130800,127000,130500,130500,2656526,000660
2023-11-13,133000,134100,131000,131800,131800,2644761,000660
2023-11-14,133500,133500,130000,130000,130000,2589591,000660
2023-11-15,133900,134200,132100,134100,134100,3616292,000660
2023-11-16,133000,134400,131200,132300,132300,2456351,000660
2023-11-17,131500,132000,129100,129900,129900,2438499,000660
2023-11-20,129300,132000,129300,131400,131400,2004403,000660
2023-11-21,132000,133300,131600,132000,132000,2439306,000660
2023-11-22,129600,131600,129500,131300,131300,2128566,000660
2023-11-23,130600,131400,129500,130100,130100,1839516,000660
2023-11-24,130600,131000,128000,128000,128000,1925668,000660
2023-11-27,129200,130700,128400,130700,130700,2264243,000660
2023-11-28,132100,132100,129900,131400,131400,2562226,000660
2023-11-29,130200,131000,128900,130400,130400,2227853,000660
2023-11-30,129900,133900,129900,133900,133900,3625365,000660
2023-12-01,132200,133000,130800,132600,132600,3641222,000660
2023-12-04,133400,134600,131100,131100,131100,2680820,000660
2023-12-05,129700,130000,125400,125900,125900,4375531,000660
2023-12-06,126800,127500,125400,125600,125600,2667583,000660
2023-12-07,125600,127800,124500,125600,125600,2478565,000660
2023-12-08,128100,129100,127500,127500,127500,2762531,000660
2023-12-11,128700,129100,127300,128900,128900,3696790,000660
2023-12-12,130600,131900,130500,131000,131000,3126577,000660
2023-12-13,130000,132400,130000,131200,131200,2852873,000660
2023-12-14,133700,138300,133600,136700,136700,8217135,000660
2023-12-15,137000,140000,137000,140000,140000,5011719,000660
2023-12-18,139000,140800,138900,140000,140000,2540812,000660
2023-12-19,140000,140800,138100,138200,138200,2309721,000660
2023-12-20,139900,140800,139300,140500,140500,3108011,000660
2023-12-21,139200,140600,138100,140500,140500,2737124,000660
2023-12-22,142700,143700,140600,140600,140600,3183709,000660
2023-12-26,142000,142000,139400,140900,140900,2239789,000660
2023-12-27,140800,141600,139200,140400,140400,2336777,000660
2023-12-28,140900,141600,139500,141500,141500,2459473,000660
2024-01-02,139700,142800,139700,142400,142400,2147458,000660
2024-01-03,140000,140800,136800,136800,136800,3257820,000660
2024-01-04,136800,138800,135800,136400,136400,2661970,000660
2024-01-05,135800,137500,135800,137500,137500,1846781,000660
2024-01-08,137500,137900,135400,136000,136000,2498302,000660
2024-01-09,139000,139500,136600,137400,137400,3473806,000660
2024-01-10,137700,138100,132100,133500,133500,3769252,000660
2024-01-11,132400,137100,132400,136000,136000,3594909,000660
2024-01-12,136400,137300,133400,134100,134100,1878915,000660
2024-01-15,134800,135100,133300,134100,134100,1858867,000660
2024-01-16,132600,133700,131100,132100,132100,3670169,000660
2024-01-17,133800,134500,129000,131000,131000,3822702,000660
2024-01-18,131500,136800,130600,136200,136200,3050556,000660
2024-01-19,138700,141300,137400,141300,141300,4946040,000660
2024-01-22,145200,145400,142300,142600,142600,3784276,000660
2024-01-23,142300,142800,138300,140800,140800,2912611,000660
2024-01-24,140000,141700,137600,141500,141500,2580665,000660
2024-01-25,142700,143700,136900,137400,137400,4708651,000660
2024-01-26,136200,138600,136000,136000,136000,3247410,000660
2024-01-29,135500,137000,135000,135000,135000,2311854,000660
2024-01-30,135300,137800,134400,136900,136900,2297631,000660
2024-01-31,134800,136600,133600,134700,134700,2815362,000660
2024-02-01,133100,135600,131700,132700,132700,3778274,000660
2024-02-02,132300,135300,132200,134900,134900,3708253,000660
2024-02-05,134900,135800,131700,132300,132300,3300954,000660
2024-02-06,133700,138400,132000,138000,138000,4672324,000660
2024-02-07,136600,138500,135500,138000,138000,3348045,000660
2024-02-08,139000,143000,137900,142800,142800,5780714,000660
2024-02-13,146800,150000,145000,150000,150000,6902585,000660
2024-02-14,146300,149200,144900,148700,148700,4396924,000660
2024-02-15,151300,152700,148000,148700,148700,3560211,000660
2024-02-16,150600,150600,145700,146800,146800,3265836,000660
2024-02-19,146200,153200,146000,151300,151300,3997323,000660
2024-02-20,150300,151100,147500,149600,149600,3507601,000660
2024-02-21,147100,152200,147100,149000,149000,4278500,000660
2024-02-22,154500,156500,152600,156500,156500,5966352,000660
2024-02-23,166900,166900,159800,161400,161400,7012032,000660
2024-02-26,158400,164800,158400,161800,161800,4329477,000660
2024-02-27,159000,160000,153300,153800,153800,6107954,000660
2024-02-28,154500,159200,153800,158000,158000,3666960,000660
2024-02-29,154900,158400,154500,156200,156200,3386307,000660
2024-03-04,161000,168100,160700,166500,166500,5230909,000660
2024-03-05,165100,169000,164100,165800,165800,3612530,000660
2024-03-06,164100,165500,162700,162900,162900,2672526,000660
2024-03-07,164500,165900,161000,164900,164900,3052700,000660
2024-03-08,169800,174900,169300,171900,171900,5089650,000660
2024-03-11,165000,168900,164700,166600,166600,3450905,000660
2024-03-12,166100,167200,164000,165700,165700,3102706,000660
2024-03-13,168600,169700,162000,163600,163600,5072935,000660
2024-03-14,163600,164200,161100,161900,161900,3655060,000660
2024-03-15,159600,162900,158600,161200,161200,4099531,000660
2024-03-18,161200,164500,161000,164300,164300,2696598,000660
2024-03-19,161700,161800,157600,160200,160200,4159293,000660
2024-03-20,160200,161400,154100,156500,156500,5692523,000660
2024-03-21,165200,171400,162600,170000,170000,9205769,000660
2024-03-22,169000,173900,167400,169800,169800,5400916,000660
2024-03-25,170500,174800,168500,169400,169400,3434516,000660
2024-03-26,172000,179500,171900,176600,176600,6549669,000660
2024-03-27,176700,183000,175600,181200,181200,5774536,000660
2024-03-28,178000,182100,178000,178200,178200,3424716,000660
2024-03-29,179200,183900,177600,183000,183000,3035080,000660
2024-04-01,186400,190500,185000,185500,185500,2723474,000660
2024-04-02,188000,190000,184400,186300,186300,4207759,000660
2024-04-03,182000,183700,178200,179200,179200,5416518,000660
2024-04-04,184400,188500,184000,188000,188000,5344102,000660
2024-04-05,184800,187600,181800,182800,182800,4043133,000660
2024-04-08,183900,183900,180000,181200,181200,3278855,000660
2024-04-09,182300,185300,181700,182900,182900,2302751,000660
2024-04-11,182900,188400,182400,188400,188400,4098231,000660
2024-04-12,188700,191400,187000,187400,187400,3097301,000660
2024-04-15,185400,188400,183000,188200,188200,2672047,000660
2024-04-16,184400,185500,178300,179100,179100,4956035,000660
2024-04-17,179600,182500,177700,178700,178700,4340591,000660
2024-04-18,176000,183300,175400,182300,182300,4170243,000660
2024-04-19,177200,178500,169500,173300,173300,7545976,000660
2024-04-22,170700,172400,167000,171600,171600,5882906,000660
2024-04-23,172600,173700,169700,171000,171000,3975371,000660
2024-04-24,178900,180200,176300,179800,179800,4254632,000660
2024-04-25,173800,176700,170600,170600,170600,5332149,000660
2024-04-26,176200,178300,174900,177800,177800,5471765,000660
2024-04-29,179100,180400,175600,175900,175900,2892809,000660
2024-04-30,175900,179000,173800,174200,174200,3655060,000660
2024-05-02,169000,174700,169000,173600,173600,3168250,000660
2024-05-03,177000,177500,173200,173200,173200,2336256,000660
2024-05-07,179400,180900,179300,179600,179600,4349589,000660
2024-05-08,177600,179400,176000,178000,178000,2304744,000660
2024-05-09,179000,179400,175400,175400,175400,2861600,000660
2024-05-10,176500,180100,176400,179900,179900,2813668,000660
2024-05-13,180000,184000,179000,183800,183800,3230023,000660
2024-05-14,184200,185800,181800,185300,185300,2763069,000660
2024-05-16,191100,194000,191100,193000,193000,5083178,000660
2024-05-17,192000,193500,189900,189900,189900,2841394,000660
2024-05-20,192300,193200,188600,190100,190100,3592128,000660
2024-05-21,193400,193500,191200,192000,192000,2468109,000660
2024-05-22,191900,197700,190900,197700,197700,3949439,000660
2024-05-23,203500,204000,198200,200000,200000,4681849,000660
2024-05-24,199800,202500,197500,198600,198600,3793872,000660
2024-05-27,203500,209000,199100,201500,201500,4774882,000660
2024-05-28,202500,205500,200500,202500,202500,2084945,000660
2024-05-29,210000,210000,200500,202500,202500,3073139,000660
2024-05-30,202500,202500,195700,195700,195700,2402236,000660
2024-05-31,194400,195200,188200,189200,189200,5958829,000660
2024-06-03,189500,194600,188200,194200,194200,2982443,000660
2024-06-04,196400,196500,192900,193300,193300,1996780,000660
2024-06-05,189400,195200,188800,193700,193700,2709631,000660
2024-06-07,199500,207500,197300,207500,207500,4805326,000660
2024-06-10,206000,209500,205000,208000,208000,2448961,000660
2024-06-11,210000,215000,206000,212500,212500,3070163,000660
2024-06-12,212000,216000,211000,215000,215000,2151331,000660
2024-06-13,226000,226500,219000,222000,222000,5777279,000660
2024-06-14,225000,225000,216000,221000,221000,3311223,000660
2024-06-17,219000,229500,219000,223000,223000,2198340,000660
2024-06-18,227000,234500,227000,234500,234500,3136231,000660
2024-06-19,235000,243000,231500,233500,233500,3758652,000660
2024-06-20,233500,238500,231000,237500,237500,2927358,000660
2024-06-21,230500,234500,230000,234000,234000,3848394,000660
2024-06-24,228000,230000,220000,223000,223000,5080726,000660
2024-06-25,215500,225000,215000,225000,225000,5730999,000660
2024-06-26,228000,238500,227500,237000,237000,5166862,000660
2024-06-27,229500,239000,227500,236500,236500,3763005,000660
2024-06-28,235500,237500,232500,236500,236500,2368287,000660
2024-07-01,233500,236500,232000,235500,235500,1709955,000660
2024-07-02,235500,237000,230500,232000,232000,2343947,000660
2024-07-03,231000,236000,225000,236000,236000,3315677,000660
2024-07-04,240500,240500,225000,230000,230000,7599882,000660
2024-07-05,228500,237500,227500,236000,236000,4041293,000660
2024-07-08,234000,237000,232500,233500,233500,2309023,000660
2024-07-09,235500,241000,233000,238500,238500,4810781,000660
2024-07-10,237500,239000,234000,239000,239000,2579373,000660
2024-07-11,242500,248500,241000,241000,241000,5336097,000660
2024-07-12,232000,236000,230000,233000,233000,4972976,000660
2024-07-15,235000,235500,226500,230000,230000,3301380,000660
2024-07-16,226500,235000,224000,233000,233000,3982189,000660
2024-07-17,229500,230000,220500,220500,220500,6051510,000660
2024-07-18,212500,215000,209000,212500,212500,8847665,000660
2024-07-19,208500,214000,207000,209500,209500,4519170,000660
2024-07-22,209000,209500,200500,205000,205000,6662441,000660
2024-07-23,208500,209500,200500,205000,205000,5976519,000660
2024-07-24,202000,212500,200000,208500,208500,4838734,000660
2024-07-25,196200,198800,189000,190000,190000,12503762,000660
2024-07-26,190800,194500,186100,191800,191800,8769107,000660
2024-07-29,195000,195700,192200,195600,195600,4017366,000660
2024-07-30,191300,192200,186500,188900,188900,5165131,000660
2024-07-31,188000,195000,185200,194600,194600,6439929,000660
2024-08-01,201500,201500,193300,193300,193300,6457167,000660
2024-08-02,183600,184000,172400,173200,173200,13050139,000660
2024-08-05,168000,171200,151600,156100,156100,12358821,000660
2024-08-06,165100,166400,161500,163700,163700,10717321,000660
2024-08-07,160900,171000,157400,169300,169300,9732037,000660
2024-08-08,162600,168200,161200,163400,163400,5370361,000660
2024-08-09,172800,172800,168800,171500,171500,5141277,000660
2024-08-12,174500,179800,172600,177000,177000,4413736,000660
2024-08-13,179900,182400,178800,181900,181900,4234287,000660
2024-08-14,188000,188100,184700,186700,186700,4420516,000660
2024-08-16,196000,200000,194700,199700,199700,6959688,000660
2024-08-19,199900,199900,192400,193900,193900,3977026,000660
2024-08-20,198700,202500,198100,199700,199700,4258190,000660
2024-08-21,193000,195400,191100,192600,192600,4508983,000660
2024-08-22,192000,194400,189000,191100,191100,3166217,000660
2024-08-23,186000,189300,185400,185500,185500,4371332,000660
2024-08-26,187800,188500,179600,179600,179600,4913204,000660
2024-08-27,176800,180200,173400,175000,175000,5796566,000660
2024-08-28,175000,180800,174000,179300,179300,5590086,000660
2024-08-29,167600,171700,167200,169700,169700,8284585,000660
2024-08-30,171000,175500,169400,173700,173700,4498221,000660
2024-09-02,173600,174900,168400,174000,174000,3507670,000660
2024-09-03,172900,173800,168300,168300,168300,3286574,000660
2024-09-04,152900,159000,152900,154800,154800,10020391,000660
2024-09-05,157000,163000,156600,159400,159400,5349484,000660
2024-09-06,157100,158200,154900,156400,156400,3459914,000660
2024-09-09,151800,157700,150500,157000,157000,4484162,000660
2024-09-10,157400,161700,154300,155500,155500,4718523,000660
2024-09-11,156800,158700,154300,157200,157200,3203928,000660
2024-09-12,165200,171300,163800,168800,168800,8628996,000660
2024-09-13,166500,166700,161100,162800,162800,5246578,000660
2024-09-19,154700,155700,144700,152800,152800,15001257,000660
2024-09-20,160500,160800,155900,157100,157100,7155655,000660
2024-09-23,155800,162900,155700,162000,162000,4497592,000660
2024-09-24,163700,163700,159200,163500,163500,3442530,000660
2024-09-25,166700,169300,165000,165300,165300,4665075,000660
2024-09-26,178400,180900,176200,180900,180900,9519633,000660
2024-09-27,187500,189300,183800,183800,183800,6886272,000660
2024-09-30,183700,183800,174600,174600,174600,4859468,000660
2024-10-02,172700,175500,169100,169100,169100,4720638,000660
2024-10-04,171700,175600,170700,174100,174100,3633358,000660
2024-10-07,178400,184900,176000,184900,184900,3904925,000660
2024-10-08,182200,185000,178000,178000,178000,3988028,000660
2024-10-10,184500,188100,183400,186700,186700,6325045,000660
2024-10-11,190000,191200,185100,186000,186000,3475666,000660
2024-10-14,186900,192300,186900,187500,187500,3309274,000660
2024-10-15,191900,193200,189700,192900,192900,4060365,000660
2024-10-16,184700,192500,183600,188700,188700,4787317,000660
2024-10-17,191200,196000,188700,196000,196000,3996946,000660
2024-10-18,198200,198200,186200,187300,187300,5509895,000660
2024-10-21,189400,192300,188000,190900,190900,2428544,000660
2024-10-22,195300,195300,187500,187800,187800,3466963,000660
2024-10-23,188500,196700,188000,196000,196000,4366079,000660
2024-10-24,193500,202000,190000,198200,198200,6344515,000660
2024-10-25,203000,206000,199400,201000,201000,5530362,000660
2024-10-28,203500,205000,194200,196000,196000,4114186,000660
2024-10-29,196000,197000,189100,190300,190300,4067991,000660
2024-10-30,190200,195400,189400,195000,195000,3580400,000660
2024-10-31,189900,192900,186100,186300,186300,4573282,000660
2024-11-01,182500,184900,180500,182200,182200,3478519,000660
2024-11-04,185200,194000,183700,194000,194000,3569575,000660
2024-11-05,193600,198800,192100,193200,193200,3560310,000660
2024-11-06,197700,199200,192700,195800,195800,3460361,000660
2024-11-07,197400,198300,193100,197400,197400,2976546,000660
2024-11-08,200500,203000,198800,200500,200500,3031573,000660
2024-11-11,199300,199300,192400,192600,192600,2636191,000660
2024-11-12,192500,192500,184900,185800,185800,3920254,000660
2024-11-13,185700,189500,182600,182900,182900,3172827,000660
2024-11-14,182900,184900,171700,173000,173000,6309368,000660
2024-11-15,174000,179000,173600,178200,178200,4330750,000660
2024-11-18,173800,177800,170300,171700,171700,3885644,000660
2024-11-19,170400,172900,168100,170600,170600,4075013,000660
2024-11-20,175000,175100,170200,170600,170600,3689296,000660
2024-11-21,168200,173000,168200,168800,168800,3821502,000660
2024-11-22,171700,178200,171200,176700,176700,3919973,000660
2024-11-25,174500,179500,173900,177000,177000,4393882,000660
2024-11-26,175200,177700,174700,177100,177100,1996128,000660
2024-11-27,175600,175700,167900,168300,168300,4756820,000660
2024-11-28,164600,166300,160800,161100,161100,5691298,000660
2024-11-29,160000,162400,157600,159900,159900,4682788,000660
2024-12-02,162200,162700,158600,158800,158800,3558868,000660
2024-12-03,159200,165100,159100,164900,164900,4180365,000660
2024-12-04,161300,168000,161100,168000,168000,5701792,000660
2024-12-05,170000,175600,169300,173000,173000,4671438,000660
2024-12-06,173500,173600,165000,167100,167100,4434259,000660
2024-12-09,167100,170600,165000,168900,168900,5305672,000660
2024-12-10,168000,170400,167600,170400,170400,3159112,000660
2024-12-11,167400,171800,167000,171800,171800,2281189,000660
2024-12-12,176500,177400,173500,176100,176100,4550292,000660
2024-12-13,174400,176400,173500,175500,175500,3677980,000660
2024-12-16,177400,180400,177300,179300,179300,3278975,000660
2024-12-17,183000,184500,182100,184000,184000,3188910,000660
2024-12-18,183400,183900,181600,183500,183500,2363872,000660
2024-12-19,173900,176800,173000,175000,175000,4833862,000660
2024-12-20,174100,174800,167100,168500,168500,4487308,000660
2024-12-23,170000,173300,169600,169600,169600,3287596,000660
2024-12-24,171700,171900,168300,168500,168500,1844961,000660
2024-12-26,170000,172000,169400,170100,170100,2022727,000660
2024-12-27,170100,176000,170000,174500,174500,2643523,000660
2024-12-30,174000,175800,172400,173900,173900,1434202,000660
2025-01-02,170500,172200,170000,171200,171200,2102175,000660
2025-01-03,174500,182700,173100,181900,181900,4233446,000660
2025-01-06,184400,199800,184400,199800,199800,7320382,000660
2025-01-07,205000,206500,194800,195000,195000,6075445,000660
2025-01-08,193100,198100,191000,194700,194700,4275792,000660
2025-01-09,201000,206000,199800,205000,205000,6692254,000660
2025-01-10,208000,212500,202500,203500,203500,6149475,000660
2025-01-13,203000,203000,193900,194300,194300,4767294,000660
2025-01-14,194300,197900,193600,195000,195000,3019149,000660
2025-01-15,198000,201000,197700,198200,198200,3620460,000660
2025-01-16,208500,210000,206500,210000,210000,6029645,000660
2025-01-17,209500,217500,209000,214500,214500,5041329,000660
2025-01-20,219000,219000,210500,212000,212000,3036234,000660
2025-01-21,216500,220000,214000,218000,218000,3323212,000660
2025-01-22,221500,227000,217000,225500,225500,5901740,000660
2025-01-23,221000,225500,215000,219500,219500,5994781,000660
2025-01-24,220500,227000,217500,221000,221000,3771572,000660
2025-01-31,197000,204500,194800,199200,199200,11871995,000660
2025-02-03,191500,193200,186900,190900,190900,7926444,000660
2025-02-04,192900,194300,190100,191100,191100,5851146,000660
2025-02-05,191900,199400,191900,198800,198800,4245118,000660
2025-02-06,202000,205000,200500,203500,203500,4032622,000660
2025-02-07,205000,206000,200500,203000,203000,2206293,000660
2025-02-10,197800,203000,197000,198100,198100,2779740,000660
2025-02-11,201000,201500,198000,199700,199700,2488710,000660
2025-02-12,196500,199900,196000,198900,198900,2884072,000660
2025-02-13,198800,208500,198100,208500,208500,3574410,000660
2025-02-14,209000,212000,206500,210000,210000,2598656,000660
2025-02-17,211500,216000,211000,212000,212000,2497922,000660
2025-02-18,212000,215000,207000,210000,210000,1937894,000660
2025-02-19,216000,219500,214000,218500,218500,3537720,000660
2025-02-20,217000,218500,211000,212000,212000,3080242,000660
2025-02-21,209500,211000,205500,209500,209500,2601151,000660
2025-02-24,202500,205000,201000,205000,205000,3087127,000660
2025-02-25,199800,202000,199200,200500,200500,3651613,000660
2025-02-26,199000,206000,198600,203000,203000,3849749,000660
2025-02-27,204500,205000,198100,199200,199200,3993419,000660
2025-02-28,191600,193000,188700,190200,190200,5533027,000660
2025-03-04,184800,187500,184000,186100,186100,5424556,000660
2025-03-05,188200,194400,186600,193100,193100,4162368,000660
2025-03-06,193500,194000,190300,192400,192400,2540131,000660
2025-03-07,191000,192800,187900,192400,192400,2700590,000660
2025-03-10,187500,191500,187300,187900,187900,2441476,000660
2025-03-11,182100,189000,181300,187800,187800,3521800,000660
2025-03-12,192400,199350,189700,198900,198900,4064278,000660
2025-03-13,202500,204500,195500,199700,199700,3883033,000660
2025-03-14,198500,206000,198500,204500,204500,3397462,000660
2025-03-17,207000,209500,203500,206000,206000,2584679,000660
2025-03-18,208500,209000,201000,203000,203000,2696191,000660
2025-03-19,202000,209500,201000,205500,205500,3102000,000660
2025-03-20,207000,211000,205500,210000,210000,2779557,000660
2025-03-21,213500,219500,212000,215500,215500,5731880,000660
2025-03-24,211500,214500,209500,211500,211500,1611040,000660
2025-03-25,214500,215500,208000,208000,208000,2262656,000660
2025-03-26,209000,215500,208500,214000,214000,2058540,000660
2025-03-27,208000,212000,206500,207000,207000,2287220,000660
2025-03-28,203000,204500,198900,199300,199300,2673553,000660
2025-03-31,193500,195500,190500,190700,190700,4561715,000660
2025-04-01,193600,198500,192000,197000,197000,2317253,000660
2025-04-02,198800,201500,197300,197900,197900,2764223,000660
2025-04-03,189600,194600,188200,194600,194600,4177747,000660
2025-04-04,187900,189600,178400,182200,182200,9182017,000660
2025-04-07,168000,172800,164800,164800,164800,7879050,000660
2025-04-08,172000,173100,168200,169500,169500,4965171,000660
2025-04-09,170000,170000,162700,165000,165000,8035679,000660
2025-04-10,189700,189900,180000,183200,183200,7836984,000660
2025-04-11,177800,181800,176100,180800,180800,3223735,000660
2025-04-14,182900,184400,178000,180200,180200,3466194,000660
2025-04-15,180200,182400,179700,180600,180600,1915455,000660
2025-04-16,176500,177500,173500,174000,174000,2933428,000660
2025-04-17,172100,175400,171800,175000,175000,2989493,000660
2025-04-18,174000,175500,172800,175000,175000,1305152,000660
2025-04-21,174800,180000,174500,176600,176600,1877473,000660
2025-04-22,175000,175500,173300,173800,173800,2008388,000660
2025-04-23,179100,181600,178100,181000,181000,3857373,000660
2025-04-24,182800,183400,177600,178300,178300,3162156,000660
2025-04-25,182500,184900,182100,184400,184400,3507810,000660
2025-04-28,183500,183900,179700,182000,182000,2455710,000660
2025-04-29,182000,182900,179100,180800,180800,1866386,000660
2025-04-30,179100,180000,176700,177500,177500,2354473,000660
2025-05-02,179400,186200,178400,186000,186000,3886874,000660
2025-05-07,187700,191500,185900,190800,190800,3830097,000660
2025-05-08,196000,196000,189400,190300,190300,5125330,000660
2025-05-09,192000,192800,186800,190100,190100,2539822,000660
2025-05-12,193600,195200,193500,195000,195000,1624884,000660
2025-05-13,200500,201500,197300,198500,198500,3385009,000660
2025-05-14,207000,207000,204000,206000,206000,3333511,000660
2025-05-15,207500,208000,199500,200500,200500,3178957,000660
2025-05-16,206000,206750,203500,204500,204500,2419507,000660
2025-05-19,203000,203000,197500,199400,199400,2482673,000660
2025-05-20,202500,208000,201500,202000,202000,2820546,000660
2025-05-21,204500,205000,199900,200500,200500,1721760,000660
2025-05-22,199900,201500,196500,196900,196900,1988587,000660
2025-05-23,199900,201500,198700,200000,200000,1538701,000660
2025-05-26,200000,203500,196900,203000,203000,1459997,000660
2025-05-27,200500,203500,200000,202500,202500,1424916,000660
2025-05-28,206500,209500,206000,208000,208000,3161188,000660
2025-05-29,214500,214500,207500,212000,212000,3827689,000660
2025-05-30,210000,210000,203000,204500,204500,4826628,000660
2025-06-02,205000,208500,203000,207500,207500,1775752,000660
2025-06-04,218000,223000,216500,217500,217500,5108674,000660
2025-06-05,225500,230000,222000,224500,224500,5768506,000660
2025-06-09,233000,233500,228000,229000,229000,3666084,000660
2025-06-10,231000,232500,227500,230500,230500,3718655,000660
2025-06-11,236000,241000,235000,240000,240000,4230421,000660
2025-06-12,242500,246500,235000,235500,235500,4994238,000660
2025-06-13,240500,243000,233750,235500,235500,4100610,000660
2025-06-16,238000,248500,238000,248000,248000,3760740,000660
2025-06-17,253000,260000,248000,249000,249000,5044669,000660
2025-06-18,245500,252000,245000,246500,246500,4081001,000660
2025-06-19,247000,250000,242000,246000,246000,2317796,000660
2025-06-20,249000,257000,247500,257000,257000,3597877,000660
2025-06-23,252500,263000,248500,259500,259500,3398736,000660
2025-06-24,270000,283000,269500,278500,278500,5436312,000660
2025-06-25,289000,291500,284000,286000,286000,5466598,000660
2025-06-26,294500,298500,287000,293000,293000,5894020,000660
2025-06-27,288000,294500,281000,284000,284000,5134863,000660
2025-06-30,288500,294500,286000,292000,292000,4375298,000660
2025-07-01,291000,294500,285500,285500,285500,3687981,000660
2025-07-02,283500,283500,274500,279000,279000,4702056,000660
2025-07-03,281000,284000,277000,278500,278500,3642140,000660
2025-07-04,279500,281500,269000,270500,270500,3654933,000660
2025-07-07,266000,272000,264500,271000,271000,2523564,000660
2025-07-08,271000,285000,268500,282000,282000,3119395,000660
2025-07-09,282500,284000,277500,281000,281000,2626484,000660
2025-07-10,284000,297000,283500,297000,297000,4556065,000660
2025-07-11,299500,306500,292000,294500,294500,3732533,000660
2025-07-14,292500,302500,292500,300000,300000,2936976,000660
2025-07-15,296000,298500,290000,298500,298500,4196196,000660
2025-07-16,298500,299500,292500,296000,296000,3123297,000660
2025-07-17,283500,289500,268000,269500,269500,9328322,000660
2025-07-18,270000,275000,267000,269000,269000,5359504,000660
2025-07-21,267500,274500,266500,272500,272500,2424891,000660
2025-07-22,273000,273500,267000,268500,268500,3139858,000660
2025-07-23,267500,271000,264500,269000,269000,3116279,000660
2025-07-24,277000,279000,269000,269500,269500,3667144,000660
2025-07-25,273000,275000,265500,266000,266000,2171063,000660
