cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,upd_stkpc_tp,upd_rt,bic_inds_tp,sm_inds_tp,stk_infr,upd_stkpc_event,pred_close_pric
195800,3460361,678933,20241106,197700,199200,192700,,,,,,,
197400,2976546,584762,20241107,197400,198300,193100,,,,,,,
200500,3031573,609386,20241108,200500,203000,198800,,,,,,,
192600,2636191,513601,20241111,199300,199300,192400,,,,,,,
185800,3920254,735921,20241112,192500,192500,184900,,,,,,,
182900,3172827,588573,20241113,185700,189500,182600,,,,,,,
173000,6309368,1103543,20241114,182900,184900,171700,,,,,,,
178200,4330750,767732,20241115,174000,179000,173600,,,,,,,
171700,3885644,672939,20241118,173800,177800,170300,,,,,,,
170600,4075013,694276,20241119,170400,172900,168100,,,,,,,
170600,3689296,636443,20241120,175000,175100,170200,,,,,,,
168800,3821502,650691,20241121,168200,173000,168200,,,,,,,
176700,3919973,687014,20241122,171700,178200,171200,,,,,,,
177000,4393882,778801,20241125,174500,179500,173900,,,,,,,
177100,1996128,352917,20241126,175200,177700,174700,,,,,,,
168300,4756820,809510,20241127,175600,175700,167900,,,,,,,
161100,5691298,925874,20241128,164600,166300,160800,,,,,,,
159900,4682788,748132,20241129,160000,162400,157600,,,,,,,
158800,3558868,570038,20241202,162200,162700,158600,,,,,,,
164900,4180365,677103,20241203,159200,165100,159100,,,,,,,
168000,5701792,941674,20241204,161300,168000,161100,,,,,,,
173000,4671438,809096,20241205,170000,175600,169300,,,,,,,
167100,4434259,744043,20241206,173500,173600,165000,,,,,,,
168900,5305672,892261,20241209,167100,170600,165000,,,,,,,
170400,3159112,534512,20241210,168000,170400,167600,,,,,,,
171800,2281189,386475,20241211,167400,171800,167000,,,,,,,
176100,4550292,799324,20241212,176500,177400,173500,,,,,,,
175500,3677980,643515,20241213,174400,176400,173500,,,,,,,
179300,3278975,586615,20241216,177400,180400,177300,,,,,,,
184000,3188910,586094,20241217,183000,184500,182100,,,,,,,
183500,2363872,432146,20241218,183400,183900,181600,,,,,,,
175000,4833862,846437,20241219,173900,176800,173000,,,,,,,
168500,4487308,759899,20241220,174100,174800,167100,,,,,,,
169600,3287596,562547,20241223,170000,173300,169600,,,,,,,
168500,1844961,312885,20241224,171700,171900,168300,,,,,,,
170100,2022727,345252,20241226,170000,172000,169400,,,,,,,
174500,2643523,459886,20241227,170100,176000,170000,4,0.00,,,,,
173900,1434202,250368,20241230,174000,175800,172400,,,,,,,
171200,2102175,358923,20250102,170500,172200,170000,,,,,,,
181900,4233446,760555,20250103,174500,182700,173100,,,,,,,
199800,7320382,1415141,20250106,184400,199800,184400,,,,,,,
195000,6075445,1208884,20250107,205000,206500,194800,,,,,,,
194700,4275792,832265,20250108,193100,198100,191000,,,,,,,
205000,6692254,1359638,20250109,201000,206000,199800,,,,,,,
203500,6149475,1275142,20250110,208000,212500,202500,,,,,,,
194300,4767294,939207,20250113,203000,203000,193900,,,,,,,
195000,3019149,588801,20250114,194300,197900,193600,,,,,,,
198200,3620460,721292,20250115,198000,201000,197700,,,,,,,
210000,6029645,1260004,20250116,208500,210000,206500,,,,,,,
214500,5041329,1078685,20250117,209500,217500,209000,,,,,,,
212000,3036234,647969,20250120,219000,219000,210500,,,,,,,
218000,3323212,722745,20250121,216500,220000,214000,,,,,,,
225500,5901740,1318000,20250122,221500,227000,217000,,,,,,,
219500,5994781,1318343,20250123,221000,225500,215000,,,,,,,
221000,3771572,838365,20250124,220500,227000,217500,,,,,,,
199200,11871995,2370678,20250131,197000,204500,194800,,,,,,,
190900,7926444,1507115,20250203,191500,193200,186900,,,,,,,
191100,5851146,1124998,20250204,192900,194300,190100,,,,,,,
198800,4245118,835343,20250205,191900,199400,191900,,,,,,,
203500,4032622,819158,20250206,202000,205000,200500,,,,,,,
203000,2206293,447781,20250207,205000,206000,200500,,,,,,,
198100,2779740,554181,20250210,197800,203000,197000,,,,,,,
199700,2488710,496390,20250211,201000,201500,198000,,,,,,,
198900,2884072,571551,20250212,196500,199900,196000,,,,,,,
208500,3574410,730557,20250213,198800,208500,198100,,,,,,,
210000,2598656,543419,20250214,209000,212000,206500,,,,,,,
212000,2497922,533049,20250217,211500,216000,211000,,,,,,,
210000,1937894,406272,20250218,212000,215000,207000,,,,,,,
218500,3537720,770154,20250219,216000,219500,214000,,,,,,,
212000,3080242,661409,20250220,217000,218500,211000,,,,,,,
209500,2601151,542258,20250221,209500,211000,205500,,,,,,,
205000,3087127,625258,20250224,202500,205000,201000,,,,,,,
200500,3651613,731447,20250225,199800,202000,199200,,,,,,,
203000,3849749,780860,20250226,199000,206000,198600,,,,,,,
199200,3993419,801483,20250227,204500,205000,198100,4,0.00,,,,,
190200,5533027,1053368,20250228,191600,193000,188700,,,,,,,
186100,5424556,1006609,20250304,184800,187500,184000,,,,,,,
193100,4162368,792824,20250305,188200,194400,186600,,,,,,,
192400,2540131,487906,20250306,193500,194000,190300,,,,,,,
192400,2700590,514600,20250307,191000,192800,187900,,,,,,,
187900,2441476,460629,20250310,187500,191500,187300,,,,,,,
187800,3521800,649731,20250311,182100,189000,181300,,,,,,,
198900,4064278,794706,20250312,192400,199350,189700,,,,,,,
199700,3883033,776558,20250313,202500,204500,195500,,,,,,,
204500,3397462,689838,20250314,198500,206000,198500,,,,,,,
206000,2584679,533632,20250317,207000,209500,203500,,,,,,,
203000,2696191,550202,20250318,208500,209000,201000,,,,,,,
205500,3102000,637178,20250319,202000,209500,201000,,,,,,,
210000,2779557,579753,20250320,207000,211000,205500,,,,,,,
215500,5731880,1236597,20250321,213500,219500,212000,,,,,,,
211500,1611040,341795,20250324,211500,214500,209500,,,,,,,
208000,2262656,476236,20250325,214500,215500,208000,,,,,,,
214000,2058540,439677,20250326,209000,215500,208500,,,,,,,
207000,2287220,476717,20250327,208000,212000,206500,,,,,,,
199300,2673553,534520,20250328,203000,204500,198900,,,,,,,
190700,4561715,876622,20250331,193500,195500,190500,,,,,,,
197000,2317253,452716,20250401,193600,198500,192000,,,,,,,
197900,2764223,548736,20250402,198800,201500,197300,,,,,,,
194600,4177747,802394,20250403,189600,194600,188200,,,,,,,
182200,9182017,1685985,20250404,187900,189600,178400,,,,,,,
164800,7879050,1328143,20250407,168000,172800,164800,,,,,,,
169500,4965171,847718,20250408,172000,173100,168200,,,,,,,
165000,8035679,1325990,20250409,170000,170000,162700,,,,,,,
183200,7836984,1441489,20250410,189700,189900,180000,,,,,,,
180800,3223735,576359,20250411,177800,181800,176100,,,,,,,
180200,3466194,626945,20250414,182900,184400,178000,,,,,,,
180600,1915455,346807,20250415,180200,182400,179700,,,,,,,
174000,2933428,513625,20250416,176500,177500,173500,,,,,,,
175000,2989493,518847,20250417,172100,175400,171800,,,,,,,
175000,1305152,227191,20250418,174000,175500,172800,,,,,,,
176600,1877473,333023,20250421,174800,180000,174500,,,,,,,
173800,2008388,350091,20250422,175000,175500,173300,,,,,,,
181000,3857373,694204,20250423,179100,181600,178100,,,,,,,
178300,3162156,567308,20250424,182800,183400,177600,,,,,,,
184400,3507810,643236,20250425,182500,184900,182100,,,,,,,
182000,2455710,446487,20250428,183500,183900,179700,,,,,,,
180800,1866386,337946,20250429,182000,182900,179100,,,,,,,
177500,2354473,418811,20250430,179100,180000,176700,,,,,,,
186000,3886874,713078,20250502,179400,186200,178400,,,,,,,
190800,3830097,726828,20250507,187700,191500,185900,,,,,,,
190300,5125330,987252,20250508,196000,196000,189400,,,,,,,
190100,2539822,480996,20250509,192000,192800,186800,,,,,,,
195000,1624884,316118,20250512,193600,195200,193500,,,,,,,
198500,3385009,674916,20250513,200500,201500,197300,,,,,,,
206000,3333511,687064,20250514,207000,207000,204000,,,,,,,
200500,3178957,646444,20250515,207500,208000,199500,,,,,,,
204500,2419507,496482,20250516,206000,206750,203500,,,,,,,
199400,2482673,494757,20250519,203000,203000,197500,,,,,,,
202000,2820546,575347,20250520,202500,208000,201500,,,,,,,
200500,1721760,346596,20250521,204500,205000,199900,,,,,,,
196900,1988587,393046,20250522,199900,201500,196500,,,,,,,
200000,1538701,307720,20250523,199900,201500,198700,,,,,,,
203000,1459997,292678,20250526,200000,203500,196900,,,,,,,
202500,1424916,287661,20250527,200500,203500,200000,,,,,,,
208000,3161188,657413,20250528,206500,209500,206000,,,,,,,
212000,3827689,808853,20250529,214500,214500,207500,4,0.00,,,,,
204500,4826628,992246,20250530,210000,210000,203000,,,,,,,
207500,1775752,367619,20250602,205000,208500,203000,,,,,,,
217500,5108674,1120799,20250604,218000,223000,216500,,,,,,,
224500,5768506,1306204,20250605,225500,230000,222000,,,,,,,
229000,3666084,844188,20250609,233000,233500,228000,,,,,,,
230500,3718655,857163,20250610,231000,232500,227500,,,,,,,
240000,4230421,1010946,20250611,236000,241000,235000,,,,,,,
235500,4994238,1194088,20250612,242500,246500,235000,,,,,,,
235500,4100610,973619,20250613,240500,243000,233750,,,,,,,
248000,3760740,919188,20250616,238000,248500,238000,,,,,,,
249000,5044669,1275681,20250617,253000,260000,248000,,,,,,,
246500,4081001,1009652,20250618,245500,252000,245000,,,,,,,
246000,2317796,569943,20250619,247000,250000,242000,,,,,,,
257000,3597877,916064,20250620,249000,257000,247500,,,,,,,
259500,3398736,871520,20250623,252500,263000,248500,,,,,,,
278500,5436312,1510976,20250624,270000,283000,269500,,,,,,,
286000,5466598,1568978,20250625,289000,291500,284000,,,,,,,
293000,5894020,1730468,20250626,294500,298500,287000,,,,,,,
284000,5134863,1469228,20250627,288000,294500,281000,,,,,,,
292000,4375298,1270955,20250630,288500,294500,286000,,,,,,,
285500,3687981,1067386,20250701,291000,294500,285500,,,,,,,
279000,4702056,1307588,20250702,283500,283500,274500,,,,,,,
278500,3642140,1018229,20250703,281000,284000,277000,,,,,,,
270500,3654933,997718,20250704,279500,281500,269000,,,,,,,
271000,2523564,676974,20250707,266000,272000,264500,,,,,,,
282000,3119395,872611,20250708,271000,285000,268500,,,,,,,
281000,2626484,737517,20250709,282500,284000,277500,,,,,,,
