cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,upd_stkpc_tp,upd_rt,bic_inds_tp,sm_inds_tp,stk_infr,upd_stkpc_event,pred_close_pric
62500,13563846,843867,20250714,62300,62600,61800,,,,,,,
63700,18442202,1164849,20250715,62300,63800,62000,,,,,,,
64700,23042660,1479498,20250716,63700,64700,63100,,,,,,,
66700,39448683,2597602,20250717,65900,66800,64400,,,,,,,
67100,23951531,1607582,20250718,67000,67800,66300,,,,,,,
67800,17723148,1204017,20250721,67400,68800,67200,,,,,,,
66000,20829006,1389856,20250722,68100,68500,65600,,,,,,,
66400,15687058,1033696,20250723,66200,66500,64900,,,,,,,
66000,12660193,839577,20250724,66500,66800,65900,,,,,,,
65900,8080910,532537,20250725,65700,66300,65500,,,,,,,
70400,35332500,2431397,20250728,68200,70400,67200,,,,,,,
70600,28190940,1977721,20250729,70800,70800,68800,,,,,,,
72600,34761444,2521446,20250730,71000,73700,70600,,,,,,,
71400,26568072,1907638,20250731,73000,74000,71000,,,,,,,
68900,24038534,1680885,20250801,70200,72000,68800,,,,,,,
69700,14780072,1030550,20250804,69500,70200,68700,,,,,,,
69900,14392903,1012314,20250805,71000,71500,69700,,,,,,,
68800,12542415,863116,20250806,69200,69400,68300,,,,,,,
70500,15008213,1055403,20250807,70800,71000,69700,,,,,,,
